currentPrice,deliveryMethodList,deliveryTypeList,dirtyTicketInd,faceValue,isGA,listingAttributeCategoryList,listingAttributeList,listingId,listingPrice,quantity,row,score,seatNumbers,sectionId,sectionName,sellerOwnInd,sellerSectionName,splitOption,splitVector,ticketSplit,zoneId,zoneName,amount
"{'amount': 193.65, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,0,,,1285301867,"{'amount': 157.0, 'currency': 'USD'}",2,7,0.0,,369788,200 Level - 208,0,208,2,[2],1,78443,200 Level,193.65
"{'amount': 194.02, 'currency': 'USD'}",[1],[1],False,,0,,,1285842085,"{'amount': 159.6, 'currency': 'USD'}",2,21,0.0,"2,3",369801,200 Level - 212,0,200 Level - 212,0,[2],2,78443,200 Level,194.02
"{'amount': 194.69, 'currency': 'USD'}",[1],[1],False,,0,,,1285846208,"{'amount': 160.16, 'currency': 'USD'}",2,12,0.0,,369755,100 Level - 111,0,111,2,[2],1,78442,100 Level,194.69
"{'amount': 195.94, 'currency': 'USD'}",[1],[1],False,,0,,[205],1287887614,"{'amount': 161.2, 'currency': 'USD'}",1,15,0.0,General Admission,369754,100 Level - 110,0,110,0,[1],1,78442,100 Level,195.94
"{'amount': 196.05, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,[14554],1284890145,"{'amount': 159.0, 'currency': 'USD'}",4,20,0.0,General Admission,369758,100 Level - 114,0,114,2,"[1, 2, 4]",1,78442,100 Level,196.05
"{'amount': 197.19, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,0,,,1285009304,"{'amount': 159.95, 'currency': 'USD'}",3,9,0.0,,369788,200 Level - 208,0,208,2,"[1, 3]",1,78443,200 Level,197.19
"{'amount': 197.24, 'currency': 'USD'}","[22, 27]",[5],False,,0,,,1287922824,"{'amount': 159.99, 'currency': 'USD'}",4,9,0.0,"11,12,13,14",369757,100 Level - 113,0,100 Level - 113,2,"[1, 2, 4]",1,78442,100 Level,197.24
"{'amount': 200.5, 'currency': 'USD'}",[1],[1],False,,0,,,1285835789,"{'amount': 165.0, 'currency': 'USD'}",2,3,0.0,"6,5",369803,200 Level - 214,0,200 Level - 214,2,[2],1,78443,200 Level,200.5
"{'amount': 200.5, 'currency': 'USD'}","[2, 1]",[1],False,,0,,,1285842742,"{'amount': 165.0, 'currency': 'USD'}",2,22,0.0,General Admission,369790,200 Level - 210,0,200 Level - 210,2,[2],1,78443,200 Level,200.5
"{'amount': 200.5, 'currency': 'USD'}",[1],[1],False,,0,,,1288026693,"{'amount': 165.0, 'currency': 'USD'}",1,19,0.0,21,369754,100 Level - 110,0,100 Level - 110,0,[1],1,78442,100 Level,200.5
"{'amount': 201.99, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,0,,,1285852638,"{'amount': 163.95, 'currency': 'USD'}",2,6,0.0,"15,16",369801,200 Level - 212,0,212,1,[2],2,78443,200 Level,201.99
"{'amount': 202.05, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,"{'amount': 105.0, 'currency': 'USD'}",0,,,1284870299,"{'amount': 164.0, 'currency': 'USD'}",4,7,0.0,General Admission,369790,200 Level - 210,0,210,1,"[2, 4]",2,78443,200 Level,202.05
"{'amount': 202.8, 'currency': 'USD'}",[1],[1],False,,0,[1],[2361],1286237045,"{'amount': 166.92, 'currency': 'USD'}",2,7,0.0,General Admission,369756,100 Level - 112,0,112,0,[2],2,78442,100 Level,202.8
"{'amount': 203.25, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,"{'amount': 93.81, 'currency': 'USD'}",0,,,1287142019,"{'amount': 165.0, 'currency': 'USD'}",4,1,0.0,,369777,400 Level - 417,0,417,2,"[1, 2, 4]",1,78440,400 Level,203.25
"{'amount': 205.55, 'currency': 'USD'}","[17, 22, 23, 24, 25]","[4, 5]",False,,0,,,1286226466,"{'amount': 166.92, 'currency': 'USD'}",4,10,0.0,General Admission,369796,200 Level - 223,0,223,1,"[2, 4]",2,78443,200 Level,205.55
"{'amount': 206.5, 'currency': 'USD'}",[1],[1],False,"{'amount': 97.9, 'currency': 'USD'}",0,,,1285855258,"{'amount': 170.0, 'currency': 'USD'}",2,2,0.0,General Admission,369785,200 Level - 205,0,205,0,[2],2,78443,200 Level,206.5
"{'amount': 206.85, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,"{'amount': 91.99, 'currency': 'USD'}",0,,,1287142009,"{'amount': 168.0, 'currency': 'USD'}",4,1,0.0,,568259,Chase Bridges 328,0,328,2,"[1, 2, 4]",1,98011,Chase Bridges,206.85
"{'amount': 208.3, 'currency': 'USD'}",[1],[1],False,,0,[1],[2361],1288834127,"{'amount': 171.5, 'currency': 'USD'}",1,10,0.0,General Admission,369757,100 Level - 113,0,113,0,[1],1,78442,100 Level,208.3
"{'amount': 208.3, 'currency': 'USD'}",[1],[1],False,,0,[1],[2361],1287558712,"{'amount': 171.5, 'currency': 'USD'}",2,10,0.0,General Admission,369757,100 Level - 113,0,113,2,[2],1,78442,100 Level,208.3
"{'amount': 208.89, 'currency': 'USD'}",[1],[1],False,"{'amount': 97.9, 'currency': 'USD'}",0,,,1285845825,"{'amount': 171.99, 'currency': 'USD'}",2,22,0.0,General Admission,369795,200 Level - 222,0,222,0,[2],2,78443,200 Level,208.89
"{'amount': 209.19, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,0,,,1285301866,"{'amount': 169.95, 'currency': 'USD'}",2,5,0.0,,369800,200 Level - 227,0,227,2,[2],1,78443,200 Level,209.19
"{'amount': 209.93, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,,1285895825,"{'amount': 170.57, 'currency': 'USD'}",1,9,0.0,16,369788,200 Level - 208,0,200 Level - 208,2,[1],1,78443,200 Level,209.93
"{'amount': 212.5, 'currency': 'USD'}",[1],[1],False,,0,,[3288],1286311933,"{'amount': 175.0, 'currency': 'USD'}",4,24,0.0,,369795,200 Level - 222,0,222,1,"[1, 2, 3, 4]",1,78443,200 Level,212.5
"{'amount': 212.5, 'currency': 'USD'}",[1],[1],False,,0,,,1287775127,"{'amount': 175.0, 'currency': 'USD'}",1,14,0.0,General Admission,369757,100 Level - 113,0,100 Level - 113,0,[1],1,78442,100 Level,212.5
"{'amount': 212.5, 'currency': 'USD'}",[1],[1],False,,0,,,1288334252,"{'amount': 175.0, 'currency': 'USD'}",3,4,0.0,,369786,200 Level - 206,0,206,2,"[1, 3]",1,78443,200 Level,212.5
"{'amount': 212.5, 'currency': 'USD'}",[1],[1],False,,0,,,1288767174,"{'amount': 175.0, 'currency': 'USD'}",1,6,0.0,10,369754,100 Level - 110,0,100 Level - 110,2,[1],1,78442,100 Level,212.5
"{'amount': 212.5, 'currency': 'USD'}",[1],[1],False,,0,,,1285970923,"{'amount': 175.0, 'currency': 'USD'}",1,6,0.0,20,369777,400 Level - 417,0,400 Level - 417,2,[1],1,78440,400 Level,212.5
"{'amount': 215.19, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,0,,,1285301868,"{'amount': 174.95, 'currency': 'USD'}",3,11,0.0,,369789,200 Level - 209,0,209,2,"[1, 3]",1,78443,200 Level,215.19
"{'amount': 215.25, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,0,,,1285852091,"{'amount': 175.0, 'currency': 'USD'}",2,7,0.0,,369800,200 Level - 227,0,227,2,[2],1,78443,200 Level,215.25
"{'amount': 215.25, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,0,,,1285926677,"{'amount': 175.0, 'currency': 'USD'}",2,16,0.0,"6,5",369764,100 Level - 120,0,100 Level - 120,2,[2],1,78442,100 Level,215.25
"{'amount': 215.25, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,,1286055614,"{'amount': 175.0, 'currency': 'USD'}",2,21,0.0,General Admission,369790,200 Level - 210,0,200 Level - 210,0,[2],2,78443,200 Level,215.25
"{'amount': 215.25, 'currency': 'USD'}","[22, 27]",[5],False,,0,,"[311, 14554]",1284867780,"{'amount': 175.0, 'currency': 'USD'}",4,17,0.0,General Admission,369758,100 Level - 114,0,100 Level - 114,1,"[2, 4]",2,78442,100 Level,215.25
"{'amount': 215.25, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,,1287897814,"{'amount': 175.0, 'currency': 'USD'}",2,17,0.0,"9,10",369798,200 Level - 225,0,225,0,[2],2,78443,200 Level,215.25
"{'amount': 215.25, 'currency': 'USD'}","[22, 23, 24]",[5],False,,1,,,1288627074,"{'amount': 175.0, 'currency': 'USD'}",2,13,0.0,"3,4",1944114,Riser General Admission 3,0,Riser General Admission 3,0,[2],2,264527,Floor,215.25
"{'amount': 217.3, 'currency': 'USD'}",[1],[1],False,,0,,,1287112433,"{'amount': 179.0, 'currency': 'USD'}",2,6,0.0,,369788,200 Level - 208,0,208,2,[2],1,78443,200 Level,217.3
"{'amount': 218.44, 'currency': 'USD'}",[1],[1],False,"{'amount': 97.9, 'currency': 'USD'}",0,,,1287078201,"{'amount': 179.95, 'currency': 'USD'}",1,16,0.0,,369746,100 Level - 102,0,102,2,[1],1,78442,100 Level,218.44
"{'amount': 218.5, 'currency': 'USD'}",[1],[1],False,,0,,,1285865684,"{'amount': 180.0, 'currency': 'USD'}",1,18,0.0,19,369790,200 Level - 210,0,210,0,[1],1,78443,200 Level,218.5
"{'amount': 220.9, 'currency': 'USD'}",[1],[1],False,,0,,,1287512197,"{'amount': 182.0, 'currency': 'USD'}",2,24,0.0,General Admission,369796,200 Level - 223,0,223,0,[2],2,78443,200 Level,220.9
"{'amount': 221.25, 'currency': 'USD'}","[22, 23, 24]",[5],False,,1,,,1285865005,"{'amount': 180.0, 'currency': 'USD'}",1,5,0.0,GA 0,1944114,Riser General Admission 3,0,Riser General Admission 3,2,[1],1,264527,Floor,221.25
"{'amount': 221.25, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,0,,,1286101726,"{'amount': 180.0, 'currency': 'USD'}",4,8,0.0,General Admission,369798,200 Level - 225,0,200 Level - 225,2,"[1, 2, 4]",1,78443,200 Level,221.25
"{'amount': 221.25, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,1,,,1285975528,"{'amount': 180.0, 'currency': 'USD'}",1,12,0.0,8,1944114,Riser General Admission 3,0,3,2,[1],1,264527,Floor,221.25
"{'amount': 222.45, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,"{'amount': 91.98, 'currency': 'USD'}",0,,,1287141929,"{'amount': 181.0, 'currency': 'USD'}",4,21,0.0,,369795,200 Level - 222,0,222,2,"[1, 2, 4]",1,78443,200 Level,222.45
"{'amount': 222.87, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,1,,,1285837211,"{'amount': 181.35, 'currency': 'USD'}",2,18,0.0,,1944114,Riser General Admission 3,0,3,1,[2],2,264527,Floor,222.87
"{'amount': 223.0, 'currency': 'USD'}",[1],[1],False,,0,[1],"[3288, 2361]",1286013952,"{'amount': 183.75, 'currency': 'USD'}",2,6,0.0,"3,4",369758,100 Level - 114,0,114,2,[2],1,78442,100 Level,223.0
"{'amount': 224.5, 'currency': 'USD'}",[1],[1],False,"{'amount': 97.9, 'currency': 'USD'}",0,[1],"[2361, 205]",1285843906,"{'amount': 185.0, 'currency': 'USD'}",2,9,0.0,,369754,100 Level - 110,0,110,0,[2],2,78442,100 Level,224.5
"{'amount': 227.25, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,,1287229184,"{'amount': 185.0, 'currency': 'USD'}",4,15,0.0,"14,13,12,11",369799,200 Level - 226,0,200 Level - 226,2,"[1, 2, 4]",1,78443,200 Level,227.25
"{'amount': 227.25, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,[205],1284851330,"{'amount': 185.0, 'currency': 'USD'}",4,20,0.0,General Admission,369753,100 Level - 109,0,100 Level - 109,1,"[2, 4]",2,78442,100 Level,227.25
"{'amount': 228.51, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,,1284854112,"{'amount': 183.0, 'currency': 'USD'}",2,20 - PTBM,0.0,"PTBM1,PTBM2",369801,200 Level - 212,0,200 Level - 212,0,[2],2,78443,200 Level,228.51
"{'amount': 229.3, 'currency': 'USD'}",[1],[1],False,,0,,,1285852478,"{'amount': 189.0, 'currency': 'USD'}",2,15,0.0,"18,19",369754,100 Level - 110,0,110,0,[2],2,78442,100 Level,229.3
"{'amount': 229.33, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,,1284916475,"{'amount': 186.74, 'currency': 'USD'}",4,14,0.0,"15,14,12,13",369758,100 Level - 114,0,100 Level - 114,2,"[1, 2, 4]",1,78442,100 Level,229.33
"{'amount': 229.65, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,0,,,1287225132,"{'amount': 187.0, 'currency': 'USD'}",3,19,0.0,,369758,100 Level - 114,0,114,2,"[1, 3]",1,78442,100 Level,229.65
"{'amount': 229.65, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,0,,,1287225131,"{'amount': 187.0, 'currency': 'USD'}",4,10,0.0,,369758,100 Level - 114,0,114,1,"[2, 4]",2,78442,100 Level,229.65
"{'amount': 229.65, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,0,,,1287225133,"{'amount': 187.0, 'currency': 'USD'}",2,8,0.0,,369758,100 Level - 114,0,114,0,[2],2,78442,100 Level,229.65
"{'amount': 230.5, 'currency': 'USD'}",[1],[1],False,,0,,,1287518330,"{'amount': 190.0, 'currency': 'USD'}",1,14,0.0,1,369757,100 Level - 113,0,100 Level - 113,0,[1],1,78442,100 Level,230.5
"{'amount': 230.5, 'currency': 'USD'}",[1],[1],False,,0,,,1285834984,"{'amount': 190.0, 'currency': 'USD'}",2,17,0.0,"15,16",369753,100 Level - 109,0,109,0,[2],2,78442,100 Level,230.5
"{'amount': 232.05, 'currency': 'USD'}","[22, 23, 24]",[5],False,"{'amount': 93.76, 'currency': 'USD'}",0,[1],"[2361, 204]",1284950711,"{'amount': 189.0, 'currency': 'USD'}",4,8,0.0,General Admission,369756,100 Level - 112,0,112,2,"[1, 2, 4]",1,78442,100 Level,232.05
"{'amount': 232.95, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,0,,,1285873778,"{'amount': 189.75, 'currency': 'USD'}",4,2,0.0,,369799,200 Level - 226,0,226,1,"[2, 4]",2,78443,200 Level,232.95
"{'amount': 233.23, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,"{'amount': 97.67, 'currency': 'USD'}",0,,,1285849462,"{'amount': 189.98, 'currency': 'USD'}",4,22,0.0,General Admission,369748,100 Level - 104,0,104,2,"[1, 2, 4]",1,78442,100 Level,233.23
"{'amount': 233.24, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,,1285843900,"{'amount': 189.99, 'currency': 'USD'}",4,15,0.0,,369747,100 Level - 103,0,103,1,"[2, 4]",2,78442,100 Level,233.24
"{'amount': 233.25, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,,1285864559,"{'amount': 190.0, 'currency': 'USD'}",1,9,0.0,5,369794,200 Level - 221,0,221,0,[1],1,78443,200 Level,233.25
"{'amount': 233.25, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,"[1, 6]","[101, 204]",1287923258,"{'amount': 190.0, 'currency': 'USD'}",3,15,0.0,"1,2,3",369755,100 Level - 111,0,100 Level - 111,0,[3],3,78442,100 Level,233.25
"{'amount': 233.31, 'currency': 'USD'}",[1],[1],False,,0,[1],[204],1285843841,"{'amount': 192.34, 'currency': 'USD'}",2,9,0.0,"7,8",369756,100 Level - 112,0,100 Level - 112,2,[2],1,78442,100 Level,233.31
"{'amount': 235.65, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,"{'amount': 91.99, 'currency': 'USD'}",0,,,1287142005,"{'amount': 192.0, 'currency': 'USD'}",4,24,0.0,,369798,200 Level - 225,0,225,2,"[1, 2, 4]",1,78443,200 Level,235.65
"{'amount': 236.5, 'currency': 'USD'}",[1],[1],False,,0,[1],[201],1285915251,"{'amount': 195.0, 'currency': 'USD'}",2,7,0.0,,369758,100 Level - 114,0,114,2,[2],1,78442,100 Level,236.5
"{'amount': 236.5, 'currency': 'USD'}",[1],[1],False,,0,[1],[204],1285868307,"{'amount': 195.0, 'currency': 'USD'}",2,20,0.0,,369757,100 Level - 113,0,113,2,[2],1,78442,100 Level,236.5
"{'amount': 237.39, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,,1284874862,"{'amount': 193.45, 'currency': 'USD'}",2,22,0.0,"22,21",369753,100 Level - 109,0,100 Level - 109,0,[2],2,78442,100 Level,237.39
"{'amount': 237.7, 'currency': 'USD'}",[1],[1],False,"{'amount': 97.9, 'currency': 'USD'}",0,,[3288],1286780210,"{'amount': 196.0, 'currency': 'USD'}",4,8,0.0,,369759,100 Level - 115,0,115,1,"[2, 4]",2,78442,100 Level,237.7
"{'amount': 238.05, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,"{'amount': 100.4, 'currency': 'USD'}",1,,,1285994622,"{'amount': 194.0, 'currency': 'USD'}",2,9,0.0,"7,8",1944112,Riser General Admission 1,0,1,2,[2],1,264527,Floor,238.05
"{'amount': 240.1, 'currency': 'USD'}",[1],[1],False,,0,,,1286061391,"{'amount': 198.0, 'currency': 'USD'}",2,3,0.0,"7,8",369797,200 Level - 224,0,200 Level - 224,0,[2],2,78443,200 Level,240.1
"{'amount': 241.3, 'currency': 'USD'}",[1],[1],False,,0,,,1285866671,"{'amount': 199.0, 'currency': 'USD'}",1,22,0.0,4,369799,200 Level - 226,0,200 Level - 226,0,[1],1,78443,200 Level,241.3
"{'amount': 241.3, 'currency': 'USD'}",[1],[1],False,,0,[1],[204],1285969049,"{'amount': 199.0, 'currency': 'USD'}",2,22,0.0,"10,11",369758,100 Level - 114,0,114,2,[2],1,78442,100 Level,241.3
"{'amount': 241.3, 'currency': 'USD'}",[1],[1],False,,0,,,1285976994,"{'amount': 199.0, 'currency': 'USD'}",1,7,0.0,2,369794,200 Level - 221,0,221,0,[1],1,78443,200 Level,241.3
"{'amount': 241.3, 'currency': 'USD'}",[1],[1],False,,1,,,1287451777,"{'amount': 199.0, 'currency': 'USD'}",1,12,0.0,General Admission,1944113,Riser General Admission 2,0,Riser General Admission 2,0,[1],1,264527,Floor,241.3
"{'amount': 241.3, 'currency': 'USD'}",[1],[1],False,,1,,,1287452039,"{'amount': 199.0, 'currency': 'USD'}",1,14,0.0,General Admission,1944113,Riser General Admission 2,0,Riser General Admission 2,0,[1],1,264527,Floor,241.3
"{'amount': 242.5, 'currency': 'USD'}",[1],[1],False,,0,,,1285849161,"{'amount': 200.0, 'currency': 'USD'}",2,7,0.0,General Admission,369799,200 Level - 226,0,200 Level - 226,0,[2],2,78443,200 Level,242.5
"{'amount': 242.5, 'currency': 'USD'}",[1],[1],False,,0,,,1285853534,"{'amount': 200.0, 'currency': 'USD'}",4,15,0.0,"1,2,3,4",369803,200 Level - 214,0,200 Level - 214,2,"[1, 2, 4]",1,78443,200 Level,242.5
"{'amount': 242.5, 'currency': 'USD'}",[1],[1],False,,0,,,1286052608,"{'amount': 200.0, 'currency': 'USD'}",4,20,0.0,General Admission,369798,200 Level - 225,0,200 Level - 225,1,"[2, 4]",2,78443,200 Level,242.5
"{'amount': 242.5, 'currency': 'USD'}",[1],[1],False,,0,,,1286110953,"{'amount': 200.0, 'currency': 'USD'}",2,24,0.0,"17,18",369795,200 Level - 222,0,222,1,[2],2,78443,200 Level,242.5
"{'amount': 242.5, 'currency': 'USD'}",[1],[1],False,,0,,,1286110392,"{'amount': 200.0, 'currency': 'USD'}",1,3,0.0,3,369803,200 Level - 214,0,214,2,[1],1,78443,200 Level,242.5
"{'amount': 242.5, 'currency': 'USD'}",[1],[1],False,,0,[1],[2361],1286116667,"{'amount': 200.0, 'currency': 'USD'}",2,4,0.0,,369807,200 Level - 218,0,218,1,[2],2,78443,200 Level,242.5
"{'amount': 242.85, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,"{'amount': 100.4, 'currency': 'USD'}",1,,,1287103650,"{'amount': 198.0, 'currency': 'USD'}",2,16,0.0,"1,2",1944112,Riser General Admission 1,0,1,2,[2],1,264527,Floor,242.85
"{'amount': 244.05, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,0,,[311],1285833199,"{'amount': 199.0, 'currency': 'USD'}",4,7,0.0,"12,13,14,15",369803,200 Level - 214,0,214,2,"[1, 2, 4]",1,78443,200 Level,244.05
"{'amount': 244.05, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,,1285207628,"{'amount': 199.0, 'currency': 'USD'}",2,21,0.0,General Admission,369753,100 Level - 109,0,100 Level - 109,0,[2],2,78442,100 Level,244.05
"{'amount': 244.05, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,"{'amount': 93.81, 'currency': 'USD'}",0,,,1284886434,"{'amount': 199.0, 'currency': 'USD'}",2,2,0.0,General Admission,369798,200 Level - 225,0,225,0,[2],2,78443,200 Level,244.05
